sample_group,strategy_id,ma_period,horizon,event_observed_count,event_mean,event_median,event_win_rate,event_profit_factor,daily_date_count,daily_mean,daily_median,positive_date_fraction,daily_bh_q_value,author_id,hypothesis_id,author_label,is_control
primary_development_2022_2023_partial,s0_liquidity_matched,20,2d,11581827,-0.0020256085195402,-0.0038524148649342,0.4426539094393311,0.8693955309957746,331,-0.0029208803939253,-0.000975231066762,0.4712990936555891,0.0171456957941806,,,rule_or_control,True
primary_development_2022_2023_partial,s0_liquidity_matched,20,30m,11603197,-0.002760970365604,-0.0030162529300138,0.2775915982465867,0.4249389977444026,331,-0.0029195762356361,-0.0027438004971899,0.0302114803625377,3.012507702325513e-93,,,rule_or_control,True
primary_development_2022_2023_partial,s0_liquidity_matched,20,3d,11580610,-0.0019586205048012,-0.0043101967938293,0.4485651446685451,0.8937268767371416,331,-0.0028731815315792,-0.0024427387262733,0.4712990936555891,0.0686259871676089,,,rule_or_control,True
primary_development_2022_2023_partial,s0_liquidity_matched,20,5d,11577812,-0.0021872603596536,-0.0049788193612538,0.4541010857664643,0.9065075527558384,331,-0.0026849216026103,0.0008969369652204,0.5105740181268882,0.2097150036945636,,,rule_or_control,True
primary_development_2022_2023_partial,s0_liquidity_matched,20,5m,11604238,-0.0028892003022171,-0.0030162529300138,0.1586304072701714,0.18302882394827,331,-0.0029267587219288,-0.0029264337738604,0.0,3.687201230639092e-267,,,rule_or_control,True
primary_development_2022_2023_partial,s0_liquidity_matched,20,60m,11600337,-0.002678749394281,-0.0030162529300139,0.3282234817833309,0.5499317189179938,331,-0.0029671659272105,-0.0029112113956464,0.1329305135951661,3.015430369878931e-46,,,rule_or_control,True
primary_development_2022_2023_partial,s0_liquidity_matched,40,15m,8352808,-0.0027917163467951,-0.0030162529300138,0.2331760768354785,0.328575628411019,331,-0.0028692107056849,-0.002791017960948,0.0090634441087613,1.6403689497810657e-153,,,rule_or_control,True
primary_development_2022_2023_partial,s0_liquidity_matched,40,1d,8338262,-0.0022109088018137,-0.0030162529300139,0.4330039041709171,0.8143045912003071,331,-0.0030818414078782,-0.0020089342048031,0.4501510574018127,0.0005174511249746,,,rule_or_control,True
primary_development_2022_2023_partial,s0_liquidity_matched,40,2d,8336931,-0.0020950475472063,-0.0037314493052434,0.4442715190997742,0.8648191228779887,331,-0.0029662032986837,-0.0013477070262066,0.4682779456193353,0.0154525229596483,,,rule_or_control,True
primary_development_2022_2023_partial,s0_liquidity_matched,40,30m,8352276,-0.0027263194107726,-0.0030162529300138,0.2793856429073943,0.4315635239567844,331,-0.0028893238220011,-0.0027189362683304,0.0302114803625377,1.7160327847401358e-93,,,rule_or_control,True
